128	24.0	4.0	121.0	110.0	2660.0	14.0	73.0	2.0	saab 99le
129	20.0	6.0	156.0	122.0	2807.0	13.5	73.0	3.0	toyota mark ii
130	11.0	8.0	350.0	180.0	3664.0	11.0	73.0	1.0	oldsmobile omega
131	20.0	6.0	198.0	95.0	3102.0	16.5	74.0	1.0	plymouth duster
132	21.0	6.0	200.0		2875.0	17.0	74.0	1.0	ford maverick
133	19.0	6.0	232.0	100.0	2901.0	16.0	74.0	1.0	amc hornet
134	15.0	6.0	250.0	100.0	3336.0	17.0	74.0	1.0	chevrolet nova
135	31.0	4.0	79.0	67.0	1950.0	19.0	74.0	3.0	datsun b210
136	26.0	4.0	122.0	80.0	2451.0	16.5	74.0	1.0	ford pinto
137	32.0	4.0	71.0	65.0	1836.0	21.0	74.0	3.0	toyota corolla 1200
138	25.0	4.0	140.0	75.0	2542.0	17.0	74.0	1.0	chevrolet vega
139	16.0	6.0	250.0	100.0	3781.0	17.0	74.0	1.0	chevrolet chevelle malibu classic
140	16.0	6.0	258.0	110.0	3632.0	18.0	74.0	1.0	amc matador
141	18.0	6.0	225.0	105.0	3613.0	16.5	74.0	1.0	plymouth satellite sebring
142	16.0	8.0	302.0	140.0	4141.0	14.0	74.0	1.0	ford gran torino
143	13.0	8.0	350.0	150.0	4699.0	14.5	74.0	1.0	buick century luxus (sw)
144	14.0	8.0	318.0	150.0	4457.0	13.5	74.0	1.0	dodge coronet custom (sw)
145	14.0	8.0	302.0	140.0	4638.0	16.0	74.0	1.0	ford gran torino (sw)
146	14.0	8.0	304.0	150.0	4257.0	15.5	74.0	1.0	amc matador (sw)
147	29.0	4.0	98.0	83.0	2219.0	16.5	74.0	2.0	audi fox
148	26.0	4.0	79.0	67.0	1963.0	15.5	74.0	2.0	volkswagen dasher
149	26.0	4.0	97.0	78.0	2300.0	14.5	74.0	2.0	opel manta
150	31.0	4.0	76.0	52.0	1649.0	16.5	74.0	3.0	toyota corona
151	32.0	4.0	83.0	61.0	2003.0	19.0	74.0	3.0	datsun 710
152	28.0	4.0	90.0	75.0	2125.0	14.5	74.0	1.0	dodge colt
153	24.0	4.0	90.0	75.0	2108.0	15.5	74.0	2.0	fiat 128
154	26.0	4.0	116.0	75.0	2246.0	14.0	74.0	2.0	fiat 124 tc
155	24.0	4.0	120.0	97.0	2489.0	15.0	74.0	3.0	honda civic
156	26.0	4.0	108.0	93.0	2391.0	15.5	74.0	3.0	subaru
157	31.0	4.0	79.0	67.0	2000.0	16.0	74.0	2.0	fiat x1.9
158	19.0	6.0	225.0	95.0	3264.0	16.0	75.0	1.0	plymouth valiant custom
159	18.0	6.0	250.0	105.0	3459.0	16.0	75.0	1.0	chevrolet nova
160	15.0	6.0	250.0	72.0	3432.0	21.0	75.0	1.0	mercury monarch
161	15.0	6.0	250.0	72.0	3158.0	19.5	75.0	1.0	ford maverick
162	16.0	8.0	400.0	170.0	4668.0	11.5	75.0	1.0	pontiac catalina
163	15.0	8.0	350.0	145.0	4440.0	14.0	75.0	1.0	chevrolet bel air
164	16.0	8.0	318.0	150.0	4498.0	14.5	75.0	1.0	plymouth grand fury
165	14.0	8.0	351.0	148.0	4657.0	13.5	75.0	1.0	ford ltd
166	17.0	6.0	231.0	110.0	3907.0	21.0	75.0	1.0	buick century
167	16.0	6.0	250.0	105.0	3897.0	18.5	75.0	1.0	chevroelt chevelle malibu
168	15.0	6.0	258.0	110.0	3730.0	19.0	75.0	1.0	amc matador
169	18.0	6.0	225.0	95.0	3785.0	19.0	75.0	1.0	plymouth fury
170	21.0	6.0	231.0	110.0	3039.0	15.0	75.0	1.0	buick skyhawk
171	20.0	8.0	262.0	110.0	3221.0	13.5	75.0	1.0	chevrolet monza 2+2
172	13.0	8.0	302.0	129.0	3169.0	12.0	75.0	1.0	ford mustang ii
173	29.0	4.0	97.0	75.0	2171.0	16.0	75.0	3.0	toyota corolla
174	23.0	4.0	140.0	83.0	2639.0	17.0	75.0	1.0	ford pinto
175	20.0	6.0	232.0	100.0	2914.0	16.0	75.0	1.0	amc gremlin
176	23.0	4.0	140.0	78.0	2592.0	18.5	75.0	1.0	pontiac astro
177	24.0	4.0	134.0	96.0	2702.0	13.5	75.0	3.0	toyota corona
178	25.0	4.0	90.0	71.0	2223.0	16.5	75.0	2.0	volkswagen dasher
179	24.0	4.0	119.0	97.0	2545.0	17.0	75.0	3.0	datsun 710
180	18.0	6.0	171.0	97.0	2984.0	14.5	75.0	1.0	ford pinto
181	29.0	4.0	90.0	70.0	1937.0	14.0	75.0	2.0	volkswagen rabbit
182	19.0	6.0	232.0	90.0	3211.0	17.0	75.0	1.0	amc pacer
183	23.0	4.0	115.0	95.0	2694.0	15.0	75.0	2.0	audi 100ls
184	23.0	4.0	120.0	88.0	2957.0	17.0	75.0	2.0	peugeot 504
185	22.0	4.0	121.0	98.0	2945.0	14.5	75.0	2.0	volvo 244dl
186	25.0	4.0	121.0	115.0	2671.0	13.5	75.0	2.0	saab 99le
187	33.0	4.0	91.0	53.0	1795.0	17.5	75.0	3.0	honda civic cvcc
188	28.0	4.0	107.0	86.0	2464.0	15.5	76.0	2.0	fiat 131
189	25.0	4.0	116.0	81.0	2220.0	16.9	76.0	2.0	opel 1900
190	25.0	4.0	140.0	92.0	2572.0	14.9	76.0	1.0	capri ii
191	26.0	4.0	98.0	79.0	2255.0	17.7	76.0	1.0	dodge colt
192	27.0	4.0	101.0	83.0	2202.0	15.3	76.0	2.0	renault 12tl
193	17.5	8.0	305.0	140.0	4215.0	13.0	76.0	1.0	chevrolet chevelle malibu classic
194	16.0	8.0	318.0	150.0	4190.0	13.0	76.0	1.0	dodge coronet brougham
195	15.5	8.0	304.0	120.0	3962.0	13.9	76.0	1.0	amc matador
196	14.5	8.0	351.0	152.0	4215.0	12.8	76.0	1.0	ford gran torino
197	22.0	6.0	225.0	100.0	3233.0	15.4	76.0	1.0	plymouth valiant
198	22.0	6.0	250.0	105.0	3353.0	14.5	76.0	1.0	chevrolet nova
199	24.0	6.0	200.0	81.0	3012.0	17.6	76.0	1.0	ford maverick
200	22.5	6.0	232.0	90.0	3085.0	17.6	76.0	1.0	amc hornet
201	29.0	4.0	85.0	52.0	2035.0	22.2	76.0	1.0	chevrolet chevette
202	24.5	4.0	98.0	60.0	2164.0	22.1	76.0	1.0	chevrolet woody
203	29.0	4.0	90.0	70.0	1937.0	14.2	76.0	2.0	vw rabbit
204	33.0	4.0	91.0	53.0	1795.0	17.4	76.0	3.0	honda civic
205	20.0	6.0	225.0	100.0	3651.0	17.7	76.0	1.0	dodge aspen se
206	18.0	6.0	250.0	78.0	3574.0	21.0	76.0	1.0	ford granada ghia
207	18.5	6.0	250.0	110.0	3645.0	16.2	76.0	1.0	pontiac ventura sj
208	17.5	6.0	258.0	95.0	3193.0	17.8	76.0	1.0	amc pacer d/l
209	29.5	4.0	97.0	71.0	1825.0	12.2	76.0	2.0	volkswagen rabbit
210	32.0	4.0	85.0	70.0	1990.0	17.0	76.0	3.0	datsun b-210
211	28.0	4.0	97.0	75.0	2155.0	16.4	76.0	3.0	toyota corolla
212	26.5	4.0	140.0	72.0	2565.0	13.6	76.0	1.0	ford pinto
213	20.0	4.0	130.0	102.0	3150.0	15.7	76.0	2.0	volvo 245
214	13.0	8.0	318.0	150.0	3940.0	13.2	76.0	1.0	plymouth volare premier v8
215	19.0	4.0	120.0	88.0	3270.0	21.9	76.0	2.0	peugeot 504
216	19.0	6.0	156.0	108.0	2930.0	15.5	76.0	3.0	toyota mark ii
217	16.5	6.0	168.0	120.0	3820.0	16.7	76.0	2.0	mercedes-benz 280s
218	16.5	8.0	350.0	180.0	4380.0	12.1	76.0	1.0	cadillac seville
219	13.0	8.0	350.0	145.0	4055.0	12.0	76.0	1.0	chevy c10
220	13.0	8.0	302.0	130.0	3870.0	15.0	76.0	1.0	ford f108
221	13.0	8.0	318.0	150.0	3755.0	14.0	76.0	1.0	dodge d100
222	31.5	4.0	98.0	68.0	2045.0	18.5	77.0	3.0	honda accord cvcc
223	30.0	4.0	111.0	80.0	2155.0	14.8	77.0	1.0	buick opel isuzu deluxe
224	36.0	4.0	79.0	58.0	1825.0	18.6	77.0	2.0	renault 5 gtl
225	25.5	4.0	122.0	96.0	2300.0	15.5	77.0	1.0	plymouth arrow gs
226	33.5	4.0	85.0	70.0	1945.0	16.8	77.0	3.0	datsun f-10 hatchback
227	17.5	8.0	305.0	145.0	3880.0	12.5	77.0	1.0	chevrolet caprice classic
228	17.0	8.0	260.0	110.0	4060.0	19.0	77.0	1.0	oldsmobile cutlass supreme
229	15.5	8.0	318.0	145.0	4140.0	13.7	77.0	1.0	dodge monaco brougham
230	15.0	8.0	302.0	130.0	4295.0	14.9	77.0	1.0	mercury cougar brougham
231	17.5	6.0	250.0	110.0	3520.0	16.4	77.0	1.0	chevrolet concours
232	20.5	6.0	231.0	105.0	3425.0	16.9	77.0	1.0	buick skylark
233	19.0	6.0	225.0	100.0	3630.0	17.7	77.0	1.0	plymouth volare custom
234	18.5	6.0	250.0	98.0	3525.0	19.0	77.0	1.0	ford granada
235	16.0	8.0	400.0	180.0	4220.0	11.1	77.0	1.0	pontiac grand prix lj
236	15.5	8.0	350.0	170.0	4165.0	11.4	77.0	1.0	chevrolet monte carlo landau
237	15.5	8.0	400.0	190.0	4325.0	12.2	77.0	1.0	chrysler cordoba
238	16.0	8.0	351.0	149.0	4335.0	14.5	77.0	1.0	ford thunderbird
239	29.0	4.0	97.0	78.0	1940.0	14.5	77.0	2.0	volkswagen rabbit custom
240	24.5	4.0	151.0	88.0	2740.0	16.0	77.0	1.0	pontiac sunbird coupe
241	26.0	4.0	97.0	75.0	2265.0	18.2	77.0	3.0	toyota corolla liftback
242	25.5	4.0	140.0	89.0	2755.0	15.8	77.0	1.0	ford mustang ii 2+2
243	30.5	4.0	98.0	63.0	2051.0	17.0	77.0	1.0	chevrolet chevette
244	33.5	4.0	98.0	83.0	2075.0	15.9	77.0	1.0	dodge colt m/m
245	30.0	4.0	97.0	67.0	1985.0	16.4	77.0	3.0	subaru dl
246	30.5	4.0	97.0	78.0	2190.0	14.1	77.0	2.0	volkswagen dasher
247	22.0	6.0	146.0	97.0	2815.0	14.5	77.0	3.0	datsun 810
248	21.5	4.0	121.0	110.0	2600.0	12.8	77.0	2.0	bmw 320i
249	21.5	3.0	80.0	110.0	2720.0	13.5	77.0	3.0	mazda rx-4
250	43.1	4.0	90.0	48.0	1985.0	21.5	78.0	2.0	volkswagen rabbit custom diesel
251	36.1	4.0	98.0	66.0	1800.0	14.4	78.0	1.0	ford fiesta
252	32.8	4.0	78.0	52.0	1985.0	19.4	78.0	3.0	mazda glc deluxe
253	39.4	4.0	85.0	70.0	2070.0	18.6	78.0	3.0	datsun b210 gx
254	36.1	4.0	91.0	60.0	1800.0	16.4	78.0	3.0	honda civic cvcc
255	19.9	8.0	260.0	110.0	3365.0	15.5	78.0	1.0	oldsmobile cutlass salon brougham
256	19.4	8.0	318.0	140.0	3735.0	13.2	78.0	1.0	dodge diplomat
257	20.2	8.0	302.0	139.0	3570.0	12.8	78.0	1.0	mercury monarch ghia
258	19.2	6.0	231.0	105.0	3535.0	19.2	78.0	1.0	pontiac phoenix lj
259	20.5	6.0	200.0	95.0	3155.0	18.2	78.0	1.0	chevrolet malibu
260	20.2	6.0	200.0	85.0	2965.0	15.8	78.0	1.0	ford fairmont (auto)
261	25.1	4.0	140.0	88.0	2720.0	15.4	78.0	1.0	ford fairmont (man)
262	20.5	6.0	225.0	100.0	3430.0	17.2	78.0	1.0	plymouth volare
263	19.4	6.0	232.0	90.0	3210.0	17.2	78.0	1.0	amc concord
264	20.6	6.0	231.0	105.0	3380.0	15.8	78.0	1.0	buick century special
265	20.8	6.0	200.0	85.0	3070.0	16.7	78.0	1.0	mercury zephyr
266	18.6	6.0	225.0	110.0	3620.0	18.7	78.0	1.0	dodge aspen
267	18.1	6.0	258.0	120.0	3410.0	15.1	78.0	1.0	amc concord d/l
268	19.2	8.0	305.0	145.0	3425.0	13.2	78.0	1.0	chevrolet monte carlo landau
269	17.7	6.0	231.0	165.0	3445.0	13.4	78.0	1.0	buick regal sport coupe (turbo)
270	18.1	8.0	302.0	139.0	3205.0	11.2	78.0	1.0	ford futura
271	17.5	8.0	318.0	140.0	4080.0	13.7	78.0	1.0	dodge magnum xe
272	30.0	4.0	98.0	68.0	2155.0	16.5	78.0	1.0	chevrolet chevette
273	27.5	4.0	134.0	95.0	2560.0	14.2	78.0	3.0	toyota corona
274	27.2	4.0	119.0	97.0	2300.0	14.7	78.0	3.0	datsun 510
275	30.9	4.0	105.0	75.0	2230.0	14.5	78.0	1.0	dodge omni
276	21.1	4.0	134.0	95.0	2515.0	14.8	78.0	3.0	toyota celica gt liftback
277	23.2	4.0	156.0	105.0	2745.0	16.7	78.0	1.0	plymouth sapporo
278	23.8	4.0	151.0	85.0	2855.0	17.6	78.0	1.0	oldsmobile starfire sx
279	23.9	4.0	119.0	97.0	2405.0	14.9	78.0	3.0	datsun 200-sx
280	20.3	5.0	131.0	103.0	2830.0	15.9	78.0	2.0	audi 5000
281	17.0	6.0	163.0	125.0	3140.0	13.6	78.0	2.0	volvo 264gl
282	21.6	4.0	121.0	115.0	2795.0	15.7	78.0	2.0	saab 99gle
283	16.2	6.0	163.0	133.0	3410.0	15.8	78.0	2.0	peugeot 604sl
284	31.5	4.0	89.0	71.0	1990.0	14.9	78.0	2.0	volkswagen scirocco
285	29.5	4.0	98.0	68.0	2135.0	16.6	78.0	3.0	honda accord lx
286	21.5	6.0	231.0	115.0	3245.0	15.4	79.0	1.0	pontiac lemans v6
287	19.8	6.0	200.0	85.0	2990.0	18.2	79.0	1.0	mercury zephyr 6
288	22.3	4.0	140.0	88.0	2890.0	17.3	79.0	1.0	ford fairmont 4
289	20.2	6.0	232.0	90.0	3265.0	18.2	79.0	1.0	amc concord dl 6
290	20.6	6.0	225.0	110.0	3360.0	16.6	79.0	1.0	dodge aspen 6
291	17.0	8.0	305.0	130.0	3840.0	15.4	79.0	1.0	chevrolet caprice classic
292	17.6	8.0	302.0	129.0	3725.0	13.4	79.0	1.0	ford ltd landau
293	16.5	8.0	351.0	138.0	3955.0	13.2	79.0	1.0	mercury grand marquis
294	18.2	8.0	318.0	135.0	3830.0	15.2	79.0	1.0	dodge st. regis
295	16.9	8.0	350.0	155.0	4360.0	14.9	79.0	1.0	buick estate wagon (sw)
296	15.5	8.0	351.0	142.0	4054.0	14.3	79.0	1.0	ford country squire (sw)
297	19.2	8.0	267.0	125.0	3605.0	15.0	79.0	1.0	chevrolet malibu classic (sw)
298	18.5	8.0	360.0	150.0	3940.0	13.0	79.0	1.0	chrysler lebaron town @ country (sw)
299	31.9	4.0	89.0	71.0	1925.0	14.0	79.0	2.0	vw rabbit custom
300	34.1	4.0	86.0	65.0	1975.0	15.2	79.0	3.0	maxda glc deluxe
301	35.7	4.0	98.0	80.0	1915.0	14.4	79.0	1.0	dodge colt hatchback custom
302	27.4	4.0	121.0	80.0	2670.0	15.0	79.0	1.0	amc spirit dl
303	25.4	5.0	183.0	77.0	3530.0	20.1	79.0	2.0	mercedes benz 300d
304	23.0	8.0	350.0	125.0	3900.0	17.4	79.0	1.0	cadillac eldorado
305	27.2	4.0	141.0	71.0	3190.0	24.8	79.0	2.0	peugeot 504
306	23.9	8.0	260.0	90.0	3420.0	22.2	79.0	1.0	oldsmobile cutlass salon brougham
307	34.2	4.0	105.0	70.0	2200.0	13.2	79.0	1.0	plymouth horizon
308	34.5	4.0	105.0	70.0	2150.0	14.9	79.0	1.0	plymouth horizon tc3
309	31.8	4.0	85.0	65.0	2020.0	19.2	79.0	3.0	datsun 210
310	37.3	4.0	91.0	69.0	2130.0	14.7	79.0	2.0	fiat strada custom
311	28.4	4.0	151.0	90.0	2670.0	16.0	79.0	1.0	buick skylark limited
312	28.8	6.0	173.0	115.0	2595.0	11.3	79.0	1.0	chevrolet citation
313	26.8	6.0	173.0	115.0	2700.0	12.9	79.0	1.0	oldsmobile omega brougham
314	33.5	4.0	151.0	90.0	2556.0	13.2	79.0	1.0	pontiac phoenix
315	41.5	4.0	98.0	76.0	2144.0	14.7	80.0	2.0	vw rabbit
316	38.1	4.0	89.0	60.0	1968.0	18.8	80.0	3.0	toyota corolla tercel
317	32.1	4.0	98.0	70.0	2120.0	15.5	80.0	1.0	chevrolet chevette
318	37.2	4.0	86.0	65.0	2019.0	16.4	80.0	3.0	datsun 310
319	28.0	4.0	151.0	90.0	2678.0	16.5	80.0	1.0	chevrolet citation
